"county","tract","bg","state","placefp14","stab","cntyname","placefp","placenm","placenm14","intptlon","intptlat","pop10","afact","AFACT2"
"County code","Tract","Block group","State code","placefp14","State abbreviation","County name","placefp","placenm","Place name 2014","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total population (2010)","bg to placefp14 allocation factor","placefp14 to bg allocation factor"
"34003","0010.00","1","34","00700","NJ","Bergen NJ"," "," ","Allendale borough, NJ",-74.126125,41.036667,1446,1,0.222291 
"34003","0010.00","2","34","00700","NJ","Bergen NJ"," "," ","Allendale borough, NJ",-74.122729,41.027927,1075,1,0.165257 
"34003","0010.00","3","34","00700","NJ","Bergen NJ"," "," ","Allendale borough, NJ",-74.144654,41.033624,1235,1,0.189854 
"34003","0010.00","4","34","00700","NJ","Bergen NJ"," "," ","Allendale borough, NJ",-74.137009,41.025277,1858,1,0.285626 
"34003","0010.00","5","34","00700","NJ","Bergen NJ"," "," ","Allendale borough, NJ",-74.13067,41.043603,891,1,0.136971 
"34003","0021.00","1","34","01090","NJ","Bergen NJ"," "," ","Alpine borough, NJ",-73.9316,40.942515,1018,1,0.550568 
"34003","0021.00","2","34","01090","NJ","Bergen NJ"," "," ","Alpine borough, NJ",-73.928445,40.968043,831,1,0.449432 
"34003","0022.00","1","34","53430","NJ","Bergen NJ"," "," ","Northvale borough, NJ",-73.950484,41.012737,1296,1,0.27931 
"34003","0022.00","2","34","53430","NJ","Bergen NJ"," "," ","Northvale borough, NJ",-73.946922,41.005083,816,0.605791,0.175862 
"34003","0022.00","2","34","64170","NJ","Bergen NJ"," "," ","Rockleigh borough, NJ",-73.932796,41.005158,531,0.394209,1 
"34003","0022.00","3","34","53430","NJ","Bergen NJ"," "," ","Northvale borough, NJ",-73.951358,41.005285,902,1,0.194396 
"34003","0022.00","4","34","53430","NJ","Bergen NJ"," "," ","Northvale borough, NJ",-73.958168,41.015954,1626,1,0.350431 
"34003","0023.00","1","34","53610","NJ","Bergen NJ"," "," ","Norwood borough, NJ",-73.964776,41.001745,2331,1,0.408159 
"34003","0023.00","2","34","53610","NJ","Bergen NJ"," "," ","Norwood borough, NJ",-73.942081,40.9864,1456,1,0.254946 
"34003","0023.00","3","34","53610","NJ","Bergen NJ"," "," ","Norwood borough, NJ",-73.959413,40.994869,1924,1,0.336894 
"34003","0031.00","1","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.983378,40.935013,840,1,0.031385 
"34003","0031.00","2","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.988451,40.934475,877,1,0.032768 
"34003","0031.00","3","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.986742,40.930322,1365,1,0.051001 
"34003","0031.00","4","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.990891,40.925708,778,1,0.029069 
"34003","0031.00","5","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.986536,40.926437,1183,1,0.044201 
"34003","0032.00","1","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.993846,40.933159,928,1,0.034673 
"34003","0032.00","2","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.994786,40.929538,1034,1,0.038634 
"34003","0032.00","3","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.995317,40.925759,944,1,0.035271 
"34003","0032.00","4","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.998525,40.918223,836,1,0.031236 
"34003","0032.00","5","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.995619,40.919044,862,1,0.032207 
"34003","0033.00","1","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.0006,40.932873,1138,1,0.04252 
"34003","0033.00","2","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.0082,40.929624,963,1,0.035981 
"34003","0033.00","3","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.002081,40.926555,1122,1,0.041922 
"34003","0033.00","4","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.001969,40.922509,1134,1,0.04237 
"34003","0033.00","5","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.007483,40.933619,1406,1,0.052533 
"34003","0033.00","6","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.00868,40.926657,853,1,0.031871 
"34003","0034.01","1","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.010848,40.921515,1196,1,0.044687 
"34003","0034.01","2","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.012843,40.915481,1570,1,0.058661 
"34003","0034.02","1","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.006651,40.919422,967,1,0.036131 
"34003","0034.02","2","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.003038,40.917207,898,1,0.033553 
"34003","0034.02","3","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-74.007406,40.911754,1821,1,0.068039 
"34003","0035.00","1","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.985692,40.921483,1041,1,0.038896 
"34003","0035.00","2","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.994011,40.912971,1899,1,0.070953 
"34003","0035.00","3","34","05170","NJ","Bergen NJ"," "," ","Bergenfield borough, NJ",-73.992396,40.921352,1109,1,0.041436 
"34003","0040.01","1","34","06490","NJ","Bergen NJ"," "," ","Bogota borough, NJ",-74.030402,40.880072,1658,1,0.202516 
"34003","0040.01","2","34","06490","NJ","Bergen NJ"," "," ","Bogota borough, NJ",-74.025314,40.878032,1557,1,0.190179 
"34003","0040.02","1","34","06490","NJ","Bergen NJ"," "," ","Bogota borough, NJ",-74.025984,40.87064,1389,1,0.169659 
"34003","0040.02","2","34","06490","NJ","Bergen NJ"," "," ","Bogota borough, NJ",-74.027021,40.868277,1210,1,0.147795 
"34003","0040.02","3","34","06490","NJ","Bergen NJ"," "," ","Bogota borough, NJ",-74.025621,40.873471,1290,1,0.157567 
"34003","0040.02","4","34","06490","NJ","Bergen NJ"," "," ","Bogota borough, NJ",-74.032441,40.873693,1083,1,0.132283 
"34003","0050.00","1","34","10480","NJ","Bergen NJ"," "," ","Carlstadt borough, NJ",-74.096942,40.843882,1352,1,0.220663 
"34003","0050.00","2","34","10480","NJ","Bergen NJ"," "," ","Carlstadt borough, NJ",-74.094834,40.841041,1264,1,0.2063 
"34003","0050.00","3","34","10480","NJ","Bergen NJ"," "," ","Carlstadt borough, NJ",-74.092056,40.839453,1160,1,0.189326 
"34003","0050.00","4","34","10480","NJ","Bergen NJ"," "," ","Carlstadt borough, NJ",-74.088731,40.838483,1450,1,0.236657 
"34003","0050.00","5","34","10480","NJ","Bergen NJ"," "," ","Carlstadt borough, NJ",-74.086793,40.836902,901,1,0.147054 
"34003","0061.00","1","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.98425,40.830176,862,1,0.036535 
"34003","0061.00","2","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.985171,40.827959,757,1,0.032084 
"34003","0061.00","3","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.992675,40.825189,985,1,0.041748 
"34003","0061.00","4","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.989946,40.827571,1309,1,0.05548 
"34003","0061.00","5","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.989032,40.83018,753,1,0.031915 
"34003","0061.00","6","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.9875,40.832194,1041,1,0.044121 
"34003","0061.00","7","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.986522,40.82539,831,1,0.035221 
"34003","0062.01","1","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.990401,40.82333,1040,1,0.044079 
"34003","0062.01","2","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.990485,40.819842,1188,1,0.050352 
"34003","0062.01","3","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.986242,40.82332,969,1,0.04107 
"34003","0062.01","4","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.983542,40.821589,1296,1,0.054929 
"34003","0062.02","1","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.982425,40.827866,1007,1,0.04268 
"34003","0062.02","2","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.979451,40.828466,1223,1,0.051835 
"34003","0062.02","3","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.980844,40.824869,605,1,0.025642 
"34003","0062.02","4","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.979068,40.827195,1635,1,0.069297 
"34003","0063.00","1","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.987454,40.817009,768,1,0.032551 
"34003","0063.00","2","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.990196,40.815608,1253,1,0.053107 
"34003","0063.00","3","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.995552,40.809906,1183,1,0.05014 
"34003","0063.00","4","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.99336,40.813581,1332,1,0.056455 
"34003","0063.00","5","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.992197,40.816643,1669,1,0.070738 
"34003","0063.00","6","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.988893,40.813415,744,1,0.031533 
"34003","0063.00","7","34","13570","NJ","Bergen NJ"," "," ","Cliffside Park borough, NJ",-73.99351,40.808848,1144,1,0.048487 
"34003","0070.01","1","34","13810","NJ","Bergen NJ"," "," ","Closter borough, NJ",-73.978234,40.973335,1715,1,0.204825 
"34003","0070.01","2","34","13810","NJ","Bergen NJ"," "," ","Closter borough, NJ",-73.967572,40.974646,2102,1,0.251045 
"34003","0070.02","1","34","13810","NJ","Bergen NJ"," "," ","Closter borough, NJ",-73.940171,40.97646,753,1,0.089932 
"34003","0070.02","2","34","13810","NJ","Bergen NJ"," "," ","Closter borough, NJ",-73.943328,40.968817,1487,1,0.177595 
"34003","0070.02","3","34","13810","NJ","Bergen NJ"," "," ","Closter borough, NJ",-73.954909,40.973467,1401,1,0.167323 
"34003","0070.02","4","34","13810","NJ","Bergen NJ"," "," ","Closter borough, NJ",-73.949111,40.963028,915,1,0.10928 
"34003","0080.00","1","34","15820","NJ","Bergen NJ"," "," ","Cresskill borough, NJ",-73.949719,40.936892,2146,1,0.250321 
"34003","0080.00","2","34","15820","NJ","Bergen NJ"," "," ","Cresskill borough, NJ",-73.959621,40.943202,996,1,0.116179 
"34003","0080.00","3","34","15820","NJ","Bergen NJ"," "," ","Cresskill borough, NJ",-73.968272,40.938084,1363,1,0.158987 
"34003","0080.00","4","34","15820","NJ","Bergen NJ"," "," ","Cresskill borough, NJ",-73.975054,40.937331,1431,1,0.166919 
"34003","0080.00","5","34","15820","NJ","Bergen NJ"," "," ","Cresskill borough, NJ",-73.970937,40.94427,1354,1,0.157938 
"34003","0080.00","6","34","15820","NJ","Bergen NJ"," "," ","Cresskill borough, NJ",-73.970427,40.950454,1283,1,0.149656 
"34003","0091.00","1","34","17530","NJ","Bergen NJ"," "," ","Demarest borough, NJ",-73.948839,40.945916,805,1,0.164925 
"34003","0091.00","2","34","17530","NJ","Bergen NJ"," "," ","Demarest borough, NJ",-73.957143,40.951219,1102,1,0.225773 
"34003","0091.00","3","34","17530","NJ","Bergen NJ"," "," ","Demarest borough, NJ",-73.954904,40.958473,1106,1,0.226593 
"34003","0091.00","4","34","17530","NJ","Bergen NJ"," "," ","Demarest borough, NJ",-73.970193,40.955379,872,1,0.178652 
"34003","0091.00","5","34","17530","NJ","Bergen NJ"," "," ","Demarest borough, NJ",-73.970776,40.960922,996,1,0.204057 
"34003","0092.00","1","34","30540","NJ","Bergen NJ"," "," ","Haworth borough, NJ",-73.979025,40.961213,1350,1,0.399172 
"34003","0092.00","2","34","30540","NJ","Bergen NJ"," "," ","Haworth borough, NJ",-73.98678,40.959406,809,1,0.239208 
"34003","0092.00","3","34","30540","NJ","Bergen NJ"," "," ","Haworth borough, NJ",-73.99696,40.960904,1223,1,0.36162 
"34003","0101.00","1","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.980461,40.953147,671,1,0.038389 
"34003","0101.00","2","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.981452,40.950559,1152,1,0.065908 
"34003","0101.00","3","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.983193,40.947864,944,1,0.054008 
"34003","0101.00","4","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.979477,40.94584,816,1,0.046685 
"34003","0101.00","5","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.97884,40.94272,608,1,0.034785 
"34003","0101.00","6","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.985477,40.943169,1004,1,0.05744 
"34003","0101.00","7","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.982942,40.938883,1029,1,0.058871 
"34003","0102.00","1","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.991639,40.942504,945,1,0.054065 
"34003","0102.00","2","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.991764,40.939032,843,1,0.048229 
"34003","0102.00","3","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.997879,40.940052,719,1,0.041135 
"34003","0102.00","4","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-74.001124,40.93803,836,1,0.047829 
"34003","0102.00","5","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.991532,40.937246,757,1,0.043309 
"34003","0103.00","1","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.989221,40.952351,877,1,0.050174 
"34003","0103.00","2","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.991749,40.947151,1158,1,0.066251 
"34003","0103.00","3","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.997985,40.952021,1153,1,0.065965 
"34003","0103.00","4","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-73.999039,40.947134,937,1,0.053607 
"34003","0103.00","5","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-74.000432,40.943124,902,1,0.051605 
"34003","0103.00","6","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-74.006286,40.944715,744,1,0.042565 
"34003","0103.00","7","34","18400","NJ","Bergen NJ"," "," ","Dumont borough, NJ",-74.007254,40.940233,1384,1,0.079181 
"34003","0111.00","1","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.116946,40.918873,797,1,0.041076 
"34003","0111.00","2","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.118598,40.915128,1269,1,0.065402 
"34003","0111.00","3","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.123789,40.918158,1032,1,0.053188 
"34003","0111.00","4","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.125753,40.921376,1151,1,0.059321 
"34003","0112.00","1","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.125482,40.915607,1117,1,0.057568 
"34003","0112.00","2","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.128318,40.913228,1269,1,0.065402 
"34003","0112.00","3","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.12573,40.909138,896,1,0.046178 
"34003","0112.00","4","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.124484,40.906994,1525,1,0.078596 
"34003","0113.00","1","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.121968,40.899985,1352,1,0.06968 
"34003","0113.00","2","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.122983,40.890074,806,1,0.04154 
"34003","0113.00","3","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.116278,40.893183,730,1,0.037623 
"34003","0113.00","4","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.122883,40.894403,1394,1,0.071845 
"34003","0114.00","1","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.115827,40.910592,1214,1,0.062568 
"34003","0114.00","2","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.122883,40.904765,1139,1,0.058702 
"34003","0114.00","3","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.114543,40.906561,1585,1,0.081688 
"34003","0114.00","4","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.110374,40.897612,917,1,0.047261 
"34003","0114.00","5","34","21300","NJ","Bergen NJ"," "," ","Elmwood Park borough, NJ",-74.107787,40.894934,1210,1,0.062361 
"34003","0120.01","1","34","19510","NJ","Bergen NJ"," "," ","East Rutherford borough, NJ",-74.101681,40.836925,970,1,0.10883 
"34003","0120.01","2","34","19510","NJ","Bergen NJ"," "," ","East Rutherford borough, NJ",-74.097701,40.836935,1008,1,0.113093 
"34003","0120.01","3","34","19510","NJ","Bergen NJ"," "," ","East Rutherford borough, NJ",-74.094393,40.832338,1786,1,0.200381 
"34003","0120.01","4","34","19510","NJ","Bergen NJ"," "," ","East Rutherford borough, NJ",-74.099565,40.831774,1740,1,0.19522 
"34003","0120.02","1","34","19510","NJ","Bergen NJ"," "," ","East Rutherford borough, NJ",-74.116869,40.84802,1113,1,0.124874 
"34003","0120.02","2","34","19510","NJ","Bergen NJ"," "," ","East Rutherford borough, NJ",-74.108784,40.84202,906,1,0.101649 
"34003","0120.02","3","34","19510","NJ","Bergen NJ"," "," ","East Rutherford borough, NJ",-74.11256,40.846466,1390,1,0.155952 
"34003","0130.01","1","34","20020","NJ","Bergen NJ"," "," ","Edgewater borough, NJ",-73.98222,40.817833,1953,1,0.169634 
"34003","0130.01","2","34","20020","NJ","Bergen NJ"," "," ","Edgewater borough, NJ",-73.986461,40.809974,3673,1,0.319031 
"34003","0130.02","1","34","20020","NJ","Bergen NJ"," "," ","Edgewater borough, NJ",-73.970099,40.841004,1417,1,0.123078 
"34003","0130.02","2","34","20020","NJ","Bergen NJ"," "," ","Edgewater borough, NJ",-73.973606,40.829317,956,1,0.083037 
"34003","0130.02","3","34","20020","NJ","Bergen NJ"," "," ","Edgewater borough, NJ",-73.976141,40.825752,1059,1,0.091983 
"34003","0130.02","4","34","20020","NJ","Bergen NJ"," "," ","Edgewater borough, NJ",-73.972118,40.828249,1560,1,0.135499 
"34003","0130.02","5","34","20020","NJ","Bergen NJ"," "," ","Edgewater borough, NJ",-73.969359,40.837723,895,1,0.077738 
"34003","0140.00","1","34","21450","NJ","Bergen NJ"," "," ","Emerson borough, NJ",-74.016733,40.973542,991,1,0.133901 
"34003","0140.00","2","34","21450","NJ","Bergen NJ"," "," ","Emerson borough, NJ",-74.015933,40.977239,1366,1,0.18457 
"34003","0140.00","3","34","21450","NJ","Bergen NJ"," "," ","Emerson borough, NJ",-74.022764,40.978888,881,1,0.119038 
"34003","0140.00","4","34","21450","NJ","Bergen NJ"," "," ","Emerson borough, NJ",-74.032893,40.981084,1401,1,0.189299 
"34003","0140.00","5","34","21450","NJ","Bergen NJ"," "," ","Emerson borough, NJ",-74.040841,40.968829,1365,1,0.184435 
"34003","0140.00","6","34","21450","NJ","Bergen NJ"," "," ","Emerson borough, NJ",-74.033266,40.975693,1397,1,0.188758 
"34003","0151.00","1","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.959718,40.900733,1155,1,0.042573 
"34003","0151.00","2","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.962794,40.892084,577,1,0.021268 
"34003","0151.00","3","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.96833,40.895761,713,1,0.026281 
"34003","0152.00","1","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.970678,40.903967,1205,1,0.044416 
"34003","0152.00","2","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.984189,40.909809,910,1,0.033542 
"34003","0152.00","3","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.971168,40.909804,845,1,0.031146 
"34003","0152.00","4","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.976585,40.910738,960,1,0.035385 
"34003","0152.00","5","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.977007,40.906649,740,1,0.027276 
"34003","0152.00","6","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.979628,40.902631,1410,1,0.051972 
"34003","0153.00","1","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.985766,40.902402,1356,1,0.049982 
"34003","0153.00","2","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.986013,40.898499,1262,0.986708,0.046517 
"34003","0153.00","2","34","99999","NJ","Bergen NJ"," "," "," ",-73.990058,40.89955,17,0.013292,0.000119 
"34003","0153.00","3","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.989538,40.892092,1830,1,0.067453 
"34003","0153.00","4","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.984427,40.893002,1659,1,0.06115 
"34003","0154.00","1","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.973482,40.900593,1353,1,0.049871 
"34003","0154.00","2","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.977314,40.892737,1845,1,0.068006 
"34003","0154.00","3","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.984624,40.882459,2091,1,0.077073 
"34003","0154.00","4","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.977603,40.897974,1281,1,0.047217 
"34003","0155.00","1","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.967314,40.875586,1222,1,0.045042 
"34003","0155.00","2","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.975874,40.873689,1398,1,0.05153 
"34003","0155.00","3","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.969091,40.884513,575,1,0.021194 
"34003","0155.00","4","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.974897,40.884085,1226,1,0.04519 
"34003","0155.00","5","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.973981,40.889621,661,1,0.024364 
"34003","0155.00","6","34","21480","NJ","Bergen NJ"," "," ","Englewood city, NJ",-73.980393,40.876148,856,1,0.031552 
"34003","0160.00","1","34","21510","NJ","Bergen NJ"," "," ","Englewood Cliffs borough, NJ",-73.946377,40.899776,871,1,0.164931 
"34003","0160.00","2","34","21510","NJ","Bergen NJ"," "," ","Englewood Cliffs borough, NJ",-73.953157,40.886225,946,1,0.179133 
"34003","0160.00","3","34","21510","NJ","Bergen NJ"," "," ","Englewood Cliffs borough, NJ",-73.955532,40.878501,690,1,0.130657 
"34003","0160.00","4","34","21510","NJ","Bergen NJ"," "," ","Englewood Cliffs borough, NJ",-73.960886,40.867083,981,1,0.18576 
"34003","0160.00","5","34","21510","NJ","Bergen NJ"," "," ","Englewood Cliffs borough, NJ",-73.949307,40.89273,669,1,0.12668 
"34003","0160.00","6","34","21510","NJ","Bergen NJ"," "," ","Englewood Cliffs borough, NJ",-73.959478,40.872528,1124,1,0.212838 
"34003","0171.00","1","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.103633,40.94736,830,1,0.025572 
"34003","0171.00","2","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.103934,40.94127,1043,1,0.032135 
"34003","0171.00","3","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.109381,40.947495,930,1,0.028653 
"34003","0171.00","4","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.11501,40.947211,1209,1,0.037249 
"34003","0171.00","5","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.11659,40.94237,747,1,0.023015 
"34003","0171.00","6","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.109477,40.939629,994,1,0.030625 
"34003","0171.00","7","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.120597,40.944566,1296,1,0.03993 
"34003","0172.00","1","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.125649,40.942002,1463,1,0.045075 
"34003","0172.00","2","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.130595,40.940053,847,1,0.026096 
"34003","0172.00","3","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.135114,40.938162,961,1,0.029608 
"34003","0172.00","4","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.124463,40.935674,897,1,0.027637 
"34003","0172.00","5","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.138117,40.943175,1004,1,0.030933 
"34003","0172.00","6","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.144648,40.945703,849,1,0.026158 
"34003","0173.00","1","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.132498,40.934878,707,1,0.021783 
"34003","0173.00","2","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.132228,40.932396,1103,1,0.033983 
"34003","0173.00","3","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.125562,40.930102,1271,1,0.039159 
"34003","0173.00","4","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.135737,40.928707,966,1,0.029762 
"34003","0173.00","5","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.131141,40.925396,2009,1,0.061897 
"34003","0174.00","1","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.096685,40.938756,940,1,0.028961 
"34003","0174.00","2","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.100306,40.931102,1447,1,0.044582 
"34003","0174.00","3","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.101977,40.936961,677,1,0.020858 
"34003","0174.00","4","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.11041,40.934437,1147,1,0.035339 
"34003","0174.00","5","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.115675,40.937978,1155,1,0.035586 
"34003","0175.00","1","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.112783,40.928973,1283,1,0.039529 
"34003","0175.00","2","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.110175,40.925054,913,1,0.02813 
"34003","0175.00","3","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.094691,40.923393,1304,1,0.040176 
"34003","0175.00","4","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.1018,40.922801,932,1,0.028715 
"34003","0175.00","5","34","22470","NJ","Bergen NJ"," "," ","Fair Lawn borough, NJ",-74.109949,40.920423,1097,1,0.033799 
