"county","tract","bg","state","sdsec14","stab","cntyname","sschlnm14","intptlon","intptlat","pop10","afact","AFACT2"
"County code","Tract","Block group","State code","sdsec14","State abbreviation","County name","Secondary school district name 2014","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total population (2010)","bg to sdsec14 allocation factor","sdsec14 to bg allocation factor"
"34003","0351.00","5","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.070721,41.060447,1420,1,0.042449 
"34003","0352.00","1","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.035872,41.019853,898,1,0.026844 
"34003","0352.00","2","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.057447,41.016991,1155,1,0.034527 
"34003","0352.00","3","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.054674,41.026955,988,1,0.029535 
"34003","0352.00","4","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.07563,41.029543,1458,1,0.043585 
"34003","0352.00","5","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.065091,41.030193,1231,1,0.036799 
"34003","0361.00","1","34"," ","NJ","Bergen NJ","34",-74.048724,40.865086,1077,1,0.001445 
"34003","0361.00","2","34"," ","NJ","Bergen NJ","34",-74.04311,40.861121,1300,1,0.001745 
"34003","0362.00","1","34"," ","NJ","Bergen NJ","34",-74.04974,40.840049,1779,1,0.002387 
"34003","0362.00","2","34"," ","NJ","Bergen NJ","34",-74.068685,40.838781,929,1,0.001247 
"34003","0371.00","1","34"," ","NJ","Bergen NJ","34",-74.006626,40.948878,1142,1,0.001533 
"34003","0371.00","2","34"," ","NJ","Bergen NJ","34",-74.013527,40.942377,734,1,0.000985 
"34003","0371.00","3","34"," ","NJ","Bergen NJ","34",-74.02373,40.939819,828,1,0.001111 
"34003","0371.00","4","34"," ","NJ","Bergen NJ","34",-74.018245,40.943817,1107,1,0.001486 
"34003","0371.00","5","34"," ","NJ","Bergen NJ","34",-74.020418,40.949857,836,1,0.001122 
"34003","0371.00","6","34"," ","NJ","Bergen NJ","34",-74.013009,40.948604,858,1,0.001151 
"34003","0372.01","1","34"," ","NJ","Bergen NJ","34",-74.014267,40.933959,1610,1,0.002161 
"34003","0372.01","2","34"," ","NJ","Bergen NJ","34",-74.020154,40.936153,1242,1,0.001667 
"34003","0372.01","3","34"," ","NJ","Bergen NJ","34",-74.022203,40.930677,1259,1,0.00169 
"34003","0372.02","1","34"," ","NJ","Bergen NJ","34",-74.021698,40.922615,741,1,0.000994 
"34003","0372.02","2","34"," ","NJ","Bergen NJ","34",-74.028524,40.921785,1277,1,0.001714 
"34003","0372.02","3","34"," ","NJ","Bergen NJ","34",-74.015489,40.921411,830,1,0.001114 
"34003","0372.02","4","34"," ","NJ","Bergen NJ","34",-74.02176,40.918833,808,1,0.001084 
"34003","0372.02","5","34"," ","NJ","Bergen NJ","34",-74.018398,40.926103,1233,1,0.001655 
"34003","0372.02","6","34"," ","NJ","Bergen NJ","34",-74.02315,40.925365,1836,1,0.002464 
"34003","0381.00","1","34"," ","NJ","Bergen NJ","34",-74.120037,40.795449,881,1,0.001182 
"34003","0381.00","2","34"," ","NJ","Bergen NJ","34",-74.124702,40.796479,875,1,0.001174 
"34003","0381.00","3","34"," ","NJ","Bergen NJ","34",-74.130125,40.795556,1085,1,0.001456 
"34003","0381.00","4","34"," ","NJ","Bergen NJ","34",-74.132793,40.791123,705,1,0.000946 
"34003","0381.00","5","34"," ","NJ","Bergen NJ","34",-74.129048,40.78473,1086,1,0.001457 
"34003","0381.00","6","34"," ","NJ","Bergen NJ","34",-74.124378,40.783984,823,1,0.001104 
"34003","0382.00","1","34"," ","NJ","Bergen NJ","34",-74.136409,40.787113,826,1,0.001108 
"34003","0382.00","2","34"," ","NJ","Bergen NJ","34",-74.134315,40.785067,904,1,0.001213 
"34003","0382.00","3","34"," ","NJ","Bergen NJ","34",-74.134336,40.781433,1421,1,0.001907 
"34003","0382.00","4","34"," ","NJ","Bergen NJ","34",-74.138646,40.783957,953,1,0.001279 
"34003","0383.00","1","34"," ","NJ","Bergen NJ","34",-74.132834,40.799265,842,1,0.00113 
"34003","0383.00","2","34"," ","NJ","Bergen NJ","34",-74.135141,40.796433,688,1,0.000923 
"34003","0383.00","3","34"," ","NJ","Bergen NJ","34",-74.136257,40.794062,1118,1,0.0015 
"34003","0383.00","4","34"," ","NJ","Bergen NJ","34",-74.142837,40.786625,937,1,0.001257 
"34003","0383.00","5","34"," ","NJ","Bergen NJ","34",-74.137281,40.791723,1010,1,0.001355 
"34003","0383.00","6","34"," ","NJ","Bergen NJ","34",-74.139859,40.789274,1238,1,0.001661 
"34003","0391.00","1","34","13560","NJ","Bergen NJ","Ramapo-Indian Hill Regional School District",-74.254772,41.021569,974,1,0.024332 
"34003","0391.00","2","34","13560","NJ","Bergen NJ","Ramapo-Indian Hill Regional School District",-74.24089,41.030626,1022,1,0.025531 
"34003","0391.00","3","34","13560","NJ","Bergen NJ","Ramapo-Indian Hill Regional School District",-74.23961,41.044328,2122,1,0.053012 
"34003","0392.00","1","34","13560","NJ","Bergen NJ","Ramapo-Indian Hill Regional School District",-74.216478,41.043441,1258,1,0.031427 
"34003","0392.00","2","34","13560","NJ","Bergen NJ","Ramapo-Indian Hill Regional School District",-74.217335,41.035779,1119,1,0.027955 
"34003","0392.00","3","34","13560","NJ","Bergen NJ","Ramapo-Indian Hill Regional School District",-74.222712,41.031244,1300,1,0.032476 
"34003","0392.00","4","34","13560","NJ","Bergen NJ","Ramapo-Indian Hill Regional School District",-74.227788,41.027974,855,1,0.02136 
"34003","0392.00","5","34","13560","NJ","Bergen NJ","Ramapo-Indian Hill Regional School District",-74.229435,41.036876,1258,1,0.031427 
"34003","0393.00","1","34","13560","NJ","Bergen NJ","Ramapo-Indian Hill Regional School District",-74.239162,41.019888,1331,1,0.033251 
"34003","0393.00","2","34","13560","NJ","Bergen NJ","Ramapo-Indian Hill Regional School District",-74.245179,41.010798,1515,1,0.037848 
"34003","0400.01","1","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.016411,40.954465,1091,1,0.056476 
"34003","0400.01","2","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.034739,40.960773,1509,1,0.078114 
"34003","0400.01","3","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.045349,40.961572,914,1,0.047313 
"34003","0400.02","1","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.026903,40.949299,1418,1,0.073403 
"34003","0400.02","2","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.033608,40.946205,1251,1,0.064758 
"34003","0400.02","3","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.041383,40.948956,910,1,0.047106 
"34003","0400.02","4","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.041089,40.954534,885,1,0.045812 
"34003","0411.00","1","34"," ","NJ","Bergen NJ","34",-73.995635,40.851065,882,1,0.001184 
"34003","0411.00","2","34"," ","NJ","Bergen NJ","34",-74.00027,40.847458,1102,1,0.001479 
"34003","0411.00","3","34"," ","NJ","Bergen NJ","34",-73.998249,40.849638,840,1,0.001127 
"34003","0411.00","4","34"," ","NJ","Bergen NJ","34",-73.997187,40.853253,1323,1,0.001775 
"34003","0411.00","5","34"," ","NJ","Bergen NJ","34",-74.002425,40.850099,1135,1,0.001523 
"34003","0412.00","1","34"," ","NJ","Bergen NJ","34",-73.991437,40.851734,1336,1,0.001793 
"34003","0412.00","2","34"," ","NJ","Bergen NJ","34",-73.992076,40.84908,1145,1,0.001537 
"34003","0412.00","3","34"," ","NJ","Bergen NJ","34",-73.996064,40.846652,1137,1,0.001526 
"34003","0412.00","4","34"," ","NJ","Bergen NJ","34",-73.994094,40.845245,1061,1,0.001424 
"34003","0413.01","1","34"," ","NJ","Bergen NJ","34",-74.001231,40.841972,1320,1,0.001771 
"34003","0413.01","2","34"," ","NJ","Bergen NJ","34",-73.99331,40.839507,2000,1,0.002684 
"34003","0413.01","3","34"," ","NJ","Bergen NJ","34",-74.000536,40.844172,1949,1,0.002616 
"34003","0413.02","1","34"," ","NJ","Bergen NJ","34",-73.990309,40.842812,2080,1,0.002791 
"34003","0413.02","2","34"," ","NJ","Bergen NJ","34",-73.987254,40.847062,1158,1,0.001554 
"34003","0413.02","3","34"," ","NJ","Bergen NJ","34",-73.98537,40.843963,1154,1,0.001549 
"34003","0421.00","1","34"," ","NJ","Bergen NJ","34",-74.047527,40.949707,1059,1,0.001421 
"34003","0421.00","2","34"," ","NJ","Bergen NJ","34",-74.054352,40.951306,1017,1,0.001365 
"34003","0421.00","3","34"," ","NJ","Bergen NJ","34",-74.044326,40.941169,1177,1,0.00158 
"34003","0421.00","4","34"," ","NJ","Bergen NJ","34",-74.056515,40.930575,1917,1,0.002573 
"34003","0421.00","5","34"," ","NJ","Bergen NJ","34",-74.056708,40.937299,937,1,0.001257 
"34003","0421.00","6","34"," ","NJ","Bergen NJ","34",-74.054236,40.942297,1295,1,0.001738 
"34003","0423.01","1","34"," ","NJ","Bergen NJ","34",-74.082032,40.961949,1497,1,0.002009 
"34003","0423.01","2","34"," ","NJ","Bergen NJ","34",-74.090779,40.966839,1629,1,0.002186 
"34003","0423.01","3","34"," ","NJ","Bergen NJ","34",-74.086839,40.974699,1186,1,0.001592 
"34003","0423.02","1","34"," ","NJ","Bergen NJ","34",-74.060014,40.967249,1497,1,0.002009 
"34003","0423.02","2","34"," ","NJ","Bergen NJ","34",-74.060112,40.955891,1962,1,0.002633 
"34003","0423.02","3","34"," ","NJ","Bergen NJ","34",-74.070214,40.970138,849,1,0.001139 
"34003","0423.02","4","34"," ","NJ","Bergen NJ","34",-74.076441,40.974272,1251,1,0.001679 
"34003","0424.00","1","34"," ","NJ","Bergen NJ","34",-74.062918,40.945016,929,1,0.001247 
"34003","0424.00","2","34"," ","NJ","Bergen NJ","34",-74.065979,40.937008,1570,1,0.002107 
"34003","0424.00","3","34"," ","NJ","Bergen NJ","34",-74.081299,40.94965,1043,1,0.0014 
"34003","0424.00","4","34"," ","NJ","Bergen NJ","34",-74.089522,40.956752,930,1,0.001248 
"34003","0425.00","1","34"," ","NJ","Bergen NJ","34",-74.061007,40.918191,1592,1,0.002136 
"34003","0425.00","2","34"," ","NJ","Bergen NJ","34",-74.079837,40.92613,1973,1,0.002648 
"34003","0425.00","3","34"," ","NJ","Bergen NJ","34",-74.063637,40.923755,1032,1,0.001385 
"34003","0430.01","1","34"," ","NJ","Bergen NJ","34",-74.048707,41.04344,1068,1,0.001433 
"34003","0430.01","2","34"," ","NJ","Bergen NJ","34",-74.05558,41.038253,1676,1,0.002249 
"34003","0430.01","3","34"," ","NJ","Bergen NJ","34",-74.043558,41.037416,1211,1,0.001625 
"34003","0430.02","1","34"," ","NJ","Bergen NJ","34",-74.031542,41.027654,1011,1,0.001357 
"34003","0430.02","2","34"," ","NJ","Bergen NJ","34",-74.037007,41.034217,1852,1,0.002485 
"34003","0430.02","3","34"," ","NJ","Bergen NJ","34",-74.027306,41.033594,916,1,0.001229 
"34003","0430.02","4","34"," ","NJ","Bergen NJ","34",-74.023747,41.025435,911,1,0.001223 
"34003","0441.00","1","34"," ","NJ","Bergen NJ","34",-74.153252,41.067035,1775,1,0.002382 
"34003","0441.00","2","34"," ","NJ","Bergen NJ","34",-74.156579,41.058461,894,1,0.0012 
"34003","0441.00","3","34"," ","NJ","Bergen NJ","34",-74.163064,41.049892,1170,1,0.00157 
"34003","0441.00","4","34"," ","NJ","Bergen NJ","34",-74.14724,41.050044,936,1,0.001256 
"34003","0441.00","5","34"," ","NJ","Bergen NJ","34",-74.153967,41.044943,1232,1,0.001653 
"34003","0442.01","1","34"," ","NJ","Bergen NJ","34",-74.125917,41.052437,1698,1,0.002279 
"34003","0442.01","2","34"," ","NJ","Bergen NJ","34",-74.136623,41.052129,1136,1,0.001524 
"34003","0442.01","3","34"," ","NJ","Bergen NJ","34",-74.14223,41.049038,807,1,0.001083 
"34003","0442.02","1","34"," ","NJ","Bergen NJ","34",-74.128439,41.070391,2284,1,0.003065 
"34003","0442.02","2","34"," ","NJ","Bergen NJ","34",-74.143425,41.064949,1452,1,0.001949 
"34003","0442.02","3","34"," ","NJ","Bergen NJ","34",-74.137026,41.064086,1089,1,0.001461 
"34003","0451.00","1","34"," ","NJ","Bergen NJ","34",-73.993095,40.829447,865,1,0.001161 
"34003","0451.00","2","34"," ","NJ","Bergen NJ","34",-73.999492,40.826581,1177,1,0.00158 
"34003","0451.00","3","34"," ","NJ","Bergen NJ","34",-73.99488,40.830853,899,1,0.001206 
"34003","0451.00","4","34"," ","NJ","Bergen NJ","34",-73.995051,40.836694,809,1,0.001086 
"34003","0451.00","5","34"," ","NJ","Bergen NJ","34",-73.99829,40.83307,1392,1,0.001868 
"34003","0451.00","6","34"," ","NJ","Bergen NJ","34",-74.002839,40.828764,902,1,0.00121 
"34003","0451.00","7","34"," ","NJ","Bergen NJ","34",-74.007646,40.827809,1340,1,0.001798 
"34003","0451.00","8","34"," ","NJ","Bergen NJ","34",-74.002209,40.834458,786,1,0.001055 
"34003","0452.00","1","34"," ","NJ","Bergen NJ","34",-74.001727,40.838841,693,1,0.00093 
"34003","0452.00","2","34"," ","NJ","Bergen NJ","34",-74.007753,40.832988,785,1,0.001053 
"34003","0452.00","3","34"," ","NJ","Bergen NJ","34",-74.006833,40.838961,693,1,0.00093 
"34003","0452.00","4","34"," ","NJ","Bergen NJ","34",-74.004906,40.836806,691,1,0.000927 
"34003","0461.00","1","34"," ","NJ","Bergen NJ","34",-74.016476,40.856636,1236,1,0.001659 
"34003","0461.00","2","34"," ","NJ","Bergen NJ","34",-74.019661,40.850317,863,1,0.001158 
"34003","0461.00","3","34"," ","NJ","Bergen NJ","34",-74.020582,40.854997,1176,1,0.001578 
"34003","0461.00","4","34"," ","NJ","Bergen NJ","34",-74.020235,40.843864,761,1,0.001021 
"34003","0462.00","1","34"," ","NJ","Bergen NJ","34",-74.019267,40.862253,1431,1,0.00192 
"34003","0462.00","2","34"," ","NJ","Bergen NJ","34",-74.02784,40.860738,712,1,0.000955 
"34003","0462.00","3","34"," ","NJ","Bergen NJ","34",-74.023379,40.863753,864,1,0.001159 
"34003","0462.00","4","34"," ","NJ","Bergen NJ","34",-74.028164,40.864839,1249,1,0.001676 
"34003","0463.00","1","34"," ","NJ","Bergen NJ","34",-74.023823,40.859713,1092,1,0.001465 
"34003","0463.00","2","34"," ","NJ","Bergen NJ","34",-74.024309,40.851607,800,1,0.001074 
"34003","0463.00","3","34"," ","NJ","Bergen NJ","34",-74.024277,40.846925,1428,1,0.001916 
"34003","0463.00","4","34"," ","NJ","Bergen NJ","34",-74.025099,40.855819,1117,1,0.001499 
"34003","0471.00","1","34"," ","NJ","Bergen NJ","34",-74.084976,40.986173,1755,1,0.002355 
"34003","0471.00","2","34"," ","NJ","Bergen NJ","34",-74.095892,40.983227,902,1,0.00121 
"34003","0471.00","3","34"," ","NJ","Bergen NJ","34",-74.101755,40.990816,1355,1,0.001818 
"34003","0471.00","4","34"," ","NJ","Bergen NJ","34",-74.109863,40.992608,980,1,0.001315 
"34003","0471.00","5","34"," ","NJ","Bergen NJ","34",-74.106991,40.986405,1013,1,0.001359 
"34003","0472.00","1","34"," ","NJ","Bergen NJ","34",-74.12493,41.003338,844,1,0.001133 
"34003","0472.00","2","34"," ","NJ","Bergen NJ","34",-74.11837,40.996553,1121,1,0.001504 
"34003","0472.00","3","34"," ","NJ","Bergen NJ","34",-74.12772,40.998368,1102,1,0.001479 
"34003","0472.00","4","34"," ","NJ","Bergen NJ","34",-74.121326,40.990387,1219,1,0.001636 
"34003","0473.00","1","34"," ","NJ","Bergen NJ","34",-74.125745,40.987,1104,1,0.001482 
"34003","0473.00","2","34"," ","NJ","Bergen NJ","34",-74.134738,40.978923,1202,1,0.001613 
"34003","0473.00","3","34"," ","NJ","Bergen NJ","34",-74.142088,40.973432,899,1,0.001206 
"34003","0474.00","1","34"," ","NJ","Bergen NJ","34",-74.116232,40.97979,1449,1,0.001945 
"34003","0474.00","2","34"," ","NJ","Bergen NJ","34",-74.112211,40.981029,636,1,0.000854 
"34003","0474.00","3","34"," ","NJ","Bergen NJ","34",-74.120479,40.97474,903,1,0.001212 
"34003","0474.00","4","34"," ","NJ","Bergen NJ","34",-74.124218,40.980827,675,1,0.000906 
"34003","0474.00","5","34"," ","NJ","Bergen NJ","34",-74.128071,40.975591,1220,1,0.001637 
"34003","0475.00","1","34"," ","NJ","Bergen NJ","34",-74.096041,40.977706,725,1,0.000973 
"34003","0475.00","2","34"," ","NJ","Bergen NJ","34",-74.098552,40.969678,745,1,0.001 
"34003","0475.00","3","34"," ","NJ","Bergen NJ","34",-74.100978,40.962638,1571,1,0.002108 
"34003","0475.00","4","34"," ","NJ","Bergen NJ","34",-74.107904,40.969953,1592,1,0.002136 
"34003","0475.00","5","34"," ","NJ","Bergen NJ","34",-74.107511,40.975272,898,1,0.001205 
"34003","0475.00","6","34"," ","NJ","Bergen NJ","34",-74.103168,40.979841,1048,1,0.001406 
"34003","0481.00","1","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.030673,40.938286,859,1,0.044466 
"34003","0481.00","2","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.033843,40.922668,1420,1,0.073507 
"34003","0481.00","3","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.037455,40.914698,1052,1,0.054457 
"34003","0481.00","4","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.03512,40.926393,718,1,0.037167 
"34003","0482.00","1","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.037303,40.940544,945,1,0.048918 
"34003","0482.00","2","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.039492,40.916203,679,1,0.035149 
"34003","0482.00","3","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.045798,40.918514,1081,1,0.055958 
"34003","0482.00","4","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.041315,40.923442,1535,1,0.07946 
"34003","0482.00","5","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.03944,40.929423,1339,1,0.069314 
"34003","0482.00","6","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.044724,40.92987,788,1,0.040791 
"34003","0482.00","7","34","12260","NJ","Bergen NJ","River Dell Regional School District",-74.038779,40.936514,924,1,0.047831 
"34003","0490.01","1","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.006253,41.035597,1644,1,0.049145 
"34003","0490.01","2","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.012233,41.017423,1043,1,0.031179 
"34003","0490.01","3","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.015668,41.029456,1859,1,0.055572 
"34003","0490.02","1","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.015257,41.005022,995,1,0.029744 
"34003","0490.02","2","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-73.998754,40.99451,1778,1,0.053151 
"34003","0490.02","3","34","12510","NJ","Bergen NJ","Pascack Valley Regional School District",-74.01296,40.995585,2340,1,0.069951 
"34003","0500.00","1","34"," ","NJ","Bergen NJ","34",-74.077313,40.908762,710,1,0.000953 
"34003","0500.00","2","34"," ","NJ","Bergen NJ","34",-74.073872,40.905287,1313,1,0.001762 
"34003","0500.00","3","34"," ","NJ","Bergen NJ","34",-74.075737,40.897757,1278,1,0.001715 
"34003","0500.00","4","34"," ","NJ","Bergen NJ","34",-74.08164,40.910187,1300,1,0.001745 
"34003","0500.00","5","34"," ","NJ","Bergen NJ","34",-74.086036,40.91401,929,1,0.001247 
"34003","0511.00","1","34"," ","NJ","Bergen NJ","34",-74.110052,40.837295,1124,1,0.001508 
"34003","0511.00","2","34"," ","NJ","Bergen NJ","34",-74.112584,40.832604,1434,1,0.001924 
"34003","0511.00","3","34"," ","NJ","Bergen NJ","34",-74.114866,40.83771,792,1,0.001063 
"34003","0511.00","4","34"," ","NJ","Bergen NJ","34",-74.12171,40.83907,765,1,0.001027 
"34003","0511.00","5","34"," ","NJ","Bergen NJ","34",-74.11758,40.840836,1041,1,0.001397 
"34003","0511.00","6","34"," ","NJ","Bergen NJ","34",-74.119363,40.836595,752,1,0.001009 
"34003","0512.00","1","34"," ","NJ","Bergen NJ","34",-74.115937,40.82807,1628,1,0.002185 
"34003","0512.00","2","34"," ","NJ","Bergen NJ","34",-74.119598,40.825485,1032,1,0.001385 
"34003","0513.00","1","34"," ","NJ","Bergen NJ","34",-74.10542,40.834829,872,1,0.00117 
"34003","0513.00","2","34"," ","NJ","Bergen NJ","34",-74.106457,40.832947,817,1,0.001096 
"34003","0513.00","3","34"," ","NJ","Bergen NJ","34",-74.105635,40.830035,739,1,0.000992 
"34003","0513.00","4","34"," ","NJ","Bergen NJ","34",-74.102563,40.825984,665,1,0.000892 
"34003","0513.00","5","34"," ","NJ","Bergen NJ","34",-74.11045,40.823729,651,1,0.000874 
"34003","0513.00","6","34"," ","NJ","Bergen NJ","34",-74.10823,40.8275,807,1,0.001083 
"34003","0514.00","1","34"," ","NJ","Bergen NJ","34",-74.103178,40.823647,821,1,0.001102 
"34003","0514.00","2","34"," ","NJ","Bergen NJ","34",-74.114804,40.82043,1351,1,0.001813 
"34003","0514.00","3","34"," ","NJ","Bergen NJ","34",-74.105344,40.816101,771,1,0.001035 
"34003","0514.00","4","34"," ","NJ","Bergen NJ","34",-74.104824,40.820801,1239,1,0.001663 
"34003","0514.00","5","34"," ","NJ","Bergen NJ","34",-74.109217,40.817677,760,1,0.00102 
"34003","0521.00","1","34"," ","NJ","Bergen NJ","34",-74.097048,40.918627,1326,1,0.001779 
"34003","0521.00","2","34"," ","NJ","Bergen NJ","34",-74.094741,40.906213,868,1,0.001165 
"34003","0521.00","3","34"," ","NJ","Bergen NJ","34",-74.103451,40.910355,1057,1,0.001418 
"34003","0521.00","4","34"," ","NJ","Bergen NJ","34",-74.105603,40.917425,1436,1,0.001927 
"34003","0521.00","5","34"," ","NJ","Bergen NJ","34",-74.086369,40.904527,897,1,0.001204 
"34003","0521.00","6","34"," ","NJ","Bergen NJ","34",-74.101944,40.913723,925,1,0.001241 
"34003","0521.00","7","34"," ","NJ","Bergen NJ","34",-74.094842,40.913827,941,1,0.001263 
"34003","0522.00","1","34"," ","NJ","Bergen NJ","34",-74.089789,40.898478,2091,1,0.002806 
"34003","0522.00","2","34"," ","NJ","Bergen NJ","34",-74.086238,40.89405,768,1,0.001031 
"34003","0522.00","3","34"," ","NJ","Bergen NJ","34",-74.092579,40.891577,1105,1,0.001483 
"34003","0522.00","4","34"," ","NJ","Bergen NJ","34",-74.097695,40.88706,1282,1,0.00172 
"34003","0522.00","5","34"," ","NJ","Bergen NJ","34",-74.098194,40.894397,963,1,0.001292 
"34003","0531.00","1","34"," ","NJ","Bergen NJ","34",-74.089715,41.018012,1033,1,0.001386 
"34003","0531.00","2","34"," ","NJ","Bergen NJ","34",-74.11065,41.031268,1313,1,0.001762 
"34003","0531.00","3","34"," ","NJ","Bergen NJ","34",-74.093892,41.040201,806,1,0.001082 
"34003","0532.00","1","34","11730","NJ","Bergen NJ","Northern Highlands Regional School District",-74.081812,41.065477,1582,1,0.107524 
"34003","0532.00","2","34","11730","NJ","Bergen NJ","Northern Highlands Regional School District",-74.089347,41.051704,1177,1,0.079997 
"34003","0532.00","3","34","11730","NJ","Bergen NJ","Northern Highlands Regional School District",-74.093968,41.074789,1761,1,0.11969 
"34003","0532.00","4","34","11730","NJ","Bergen NJ","Northern Highlands Regional School District",-74.107287,41.068356,1722,1,0.117039 
"34003","0532.00","5","34","11730","NJ","Bergen NJ","Northern Highlands Regional School District",-74.112378,41.054948,1966,1,0.133623 
"34003","0541.00","1","34"," ","NJ","Bergen NJ","34",-73.99409,40.908706,1071,1,0.001437 
"34003","0541.00","2","34"," ","NJ","Bergen NJ","34",-73.993901,40.905676,899,1,0.001206 
"34003","0541.00","3","34"," ","NJ","Bergen NJ","34",-73.994492,40.902006,1068,1,0.001433 
"34003","0541.00","4","34"," ","NJ","Bergen NJ","34",-73.996547,40.897042,1074,1,0.001441 
"34003","0541.00","5","34"," ","NJ","Bergen NJ","34",-73.998299,40.891892,1537,1,0.002063 
"34003","0541.00","6","34"," ","NJ","Bergen NJ","34",-74.002864,40.886491,1368,1,0.001836 
"34003","0541.00","7","34"," ","NJ","Bergen NJ","34",-73.997497,40.884598,929,1,0.001247 
"34003","0542.00","1","34"," ","NJ","Bergen NJ","34",-74.000819,40.90695,724,1,0.000972 
"34003","0542.00","2","34"," ","NJ","Bergen NJ","34",-74.001195,40.901508,907,1,0.001217 
"34003","0542.00","3","34"," ","NJ","Bergen NJ","34",-74.003549,40.8978,904,1,0.001213 
"34003","0542.00","4","34"," ","NJ","Bergen NJ","34",-74.006049,40.893634,1182,1,0.001586 
"34003","0542.00","5","34"," ","NJ","Bergen NJ","34",-74.003205,40.901349,712,1,0.000955 
"34003","0543.00","1","34"," ","NJ","Bergen NJ","34",-74.008829,40.906173,1376,1,0.001847 
"34003","0543.00","2","34"," ","NJ","Bergen NJ","34",-74.014003,40.899287,1289,1,0.00173 
"34003","0543.00","3","34"," ","NJ","Bergen NJ","34",-74.022102,40.911922,1233,1,0.001655 
"34003","0543.00","4","34"," ","NJ","Bergen NJ","34",-74.020869,40.899504,1127,1,0.001512 
"34003","0543.00","5","34"," ","NJ","Bergen NJ","34",-74.015639,40.907784,1030,1,0.001382 
"34003","0543.00","6","34"," ","NJ","Bergen NJ","34",-74.019996,40.904247,1038,1,0.001393 
"34003","0544.00","1","34"," ","NJ","Bergen NJ","34",-74.018883,40.8923,764,1,0.001025 
"34003","0544.00","2","34"," ","NJ","Bergen NJ","34",-74.025162,40.885052,1104,1,0.001482 
"34003","0544.00","3","34"," ","NJ","Bergen NJ","34",-74.029676,40.898347,1095,1,0.001469 
"34003","0544.00","4","34"," ","NJ","Bergen NJ","34",-74.030475,40.886999,1138,1,0.001527 
"34003","0544.00","5","34"," ","NJ","Bergen NJ","34",-74.026383,40.889109,1002,1,0.001345 
"34003","0544.00","6","34"," ","NJ","Bergen NJ","34",-74.026644,40.891847,846,1,0.001135 
"34003","0544.00","7","34"," ","NJ","Bergen NJ","34",-74.024236,40.894816,1485,1,0.001993 
"34003","0545.00","1","34"," ","NJ","Bergen NJ","34",-74.014905,40.890326,817,1,0.001096 
"34003","0545.00","2","34"," ","NJ","Bergen NJ","34",-74.009743,40.888532,1363,1,0.001829 
"34003","0545.00","3","34"," ","NJ","Bergen NJ","34",-74.019819,40.883007,1213,1,0.001628 
"34003","0545.00","4","34"," ","NJ","Bergen NJ","34",-74.013332,40.88235,1322,1,0.001774 
"34003","0546.00","1","34"," ","NJ","Bergen NJ","34",-74.005438,40.879995,1593,1,0.002138 
"34003","0546.00","2","34"," ","NJ","Bergen NJ","34",-74.001387,40.875446,1632,1,0.00219 
"34003","0546.00","3","34"," ","NJ","Bergen NJ","34",-74.01262,40.867697,909,1,0.00122 
"34003","0546.00","4","34"," ","NJ","Bergen NJ","34",-74.015575,40.877481,860,1,0.001154 
"34003","0546.00","5","34"," ","NJ","Bergen NJ","34",-74.01837,40.873202,1112,1,0.001492 
"34003","0546.00","6","34"," ","NJ","Bergen NJ","34",-74.019316,40.869287,1190,1,0.001597 
"34003","0546.00","7","34"," ","NJ","Bergen NJ","34",-74.018802,40.87578,863,1,0.001158 
"34003","0551.00","1","34"," ","NJ","Bergen NJ","34",-73.948497,40.923386,1168,1,0.001567 
"34003","0551.00","2","34"," ","NJ","Bergen NJ","34",-73.954355,40.922253,926,1,0.001243 
"34003","0551.00","3","34"," ","NJ","Bergen NJ","34",-73.950002,40.907933,899,1,0.001206 
